3	5	100.0	0.0	0.78
3	10	86.0	6.571428571428571	3.5
3	15	55.0	17.007874015748033	6.35
3	20	32.0	23.7012987012987	9.24
3	25	15.0	31.837073981712386	12.03
3	30	10.0	35.824022346368714	14.32
3	35	2.0	42.36706689536878	17.49
3	40	3.0	42.45783132530121	20.75
3	45	0.0	50.150279089738085	23.29
3	50	0.0	50.357815442561204	26.55
3	55	0.0	53.67445054945055	29.12
3	60	0.0	56.36306924516531	32.06
3	65	0.0	57.97511312217195	35.36
3	70	0.0	58.73100506531591	37.51
3	75	0.0	61.70630056386369	40.79
3	80	0.0	62.025600718616666	44.53
3	85	0.0	63.735792408320826	46.63
3	90	0.0	62.91775065039023	49.97
3	95	0.0	63.47793142640651	52.79
3	100	0.0	65.16299559471365	56.75
3	105	0.0	67.23317471108089	58.84
3	110	0.0	68.0634201585504	61.81
3	115	0.0	68.48466067555005	64.54
3	120	0.0	68.40405226838936	68.11